Longitude,Latitude,Name,Description,House,Address,Tags,Category
103.8761527,1.302221771,Each-a-Cup - Kallang Leisure Park,Kallang Leisure Park,5,Stadium Walk,Beverages,Eats
103.8492464,1.300046856,Each-a-Cup - POMO,POMO,1,Seligie Road,Beverages,Eats
103.8313951,1.30403577,Each-a-Cup - ION Orchard,Ion Orchard,2,Orchard Turn,Beverages,Eats
103.8450476,1.300747543,Each-a-Cup - Plaza Singapura,Plaza Singapura,68,Orchard Road,Beverages,Eats
103.8495113,1.302122024,Each-a-Cup - Wilkie Edge,Wilkie Edge,8,Wilkie Road,Beverages,Eats
103.8570073,1.291455259,Each-a-Cup - Marina Square,Marina Square Shopping Mall,6,Raffles Boulevard,Beverages,Eats
103.9535991,1.377140734,Each-a-Cup - E! Hub @ Downtown East,E! Hub @ Downtown East,1,Pasir Ris Close,Beverages,Eats
103.9450195,1.35431556,Each-a-Cup - Tampines One,Tampines One,10,Tampines Central 1,Beverages,Eats
103.9573481,1.369492842,Each-a-Cup - Pasir Ris Drive 6,,443,Pasir Ris Drive 6,Beverages,Eats
103.7856887,1.436007845,Each-a-Cup - Causeway Point,Causeway Point,1,Woodlands Square,Beverages,Eats
103.8416008,1.433031973,LiHo - Junction 9,Junction 9,18,Yishun Avenue 9,Beverages,Eats
103.9019882,1.406536107,LiHo - Waterway Point,Waterway Point,83,Punggol Central,Beverages,Eats
103.8794503,1.37566728,LiHo - Hougang 1,Hougang 1,1,Hougang Street 91,Beverages,Eats
103.8936616,1.372311856,LiHo - Hougang Mall,Hougang Mall,90,Hougang Avenue 10,Beverages,Eats
103.8717045,1.350438172,LiHo - Serangoon NEX,Serangoon NEX,23,Serangoon Central,Beverages,Eats
103.89498,1.39209415,LiHo - Compass One,Compass One,1,Sengkang Square,Beverages,Eats
103.9044716,1.392197776,LiHo - Rivervale Mall,Rivervale Mall,11,Rivervale Crescent,Beverages,Eats
103.8583084,1.282333351,LiHo - The Shoppes at Marina Bay Sands,The Shoppes at Marina Bay Sands,10,Bayfront Avenue,Beverages,Eats
103.8509824,1.284339935,LiHo - One Raffles Place,One Raffles Place,1,Raffles Place,Beverages,Eats
103.8482272,1.283154302,LiHo - Far East Square,Far East Square,135,Amoy Street,Beverages,Eats
103.8507952,1.278307291,LiHo - Asia Square Tower 2,Asia Square Tower 2,12,Marina View,Beverages,Eats
103.851262,1.29307884,LiHo - Capitol Piazza,Capitol Piazza,13,Stamford Road,Beverages,Eats
103.8576755,1.294879041,LiHo - Suntec City Mall,Suntec City Mall,3,Temasek Boulevard,Beverages,Eats
103.8887158,1.336356489,LiHo - 18 @ Tai Seng,18 @ Tai Seng,18,Tai Seng Street,Beverages,Eats
103.8435001,1.274934738,LiHo - 100AM @ Amara Hotel,100AM @ Amara Hotel,100,Tras Street,Beverages,Eats
103.8451554,1.276724923,LiHo - Tanjong Pager Center,Tanjong Pager Center,7,Wallich Street,Beverages,Eats
103.8269351,1.286463453,LiHo - Tiong Bahru Plaza,Tiong Bahru Plaza,302,Tiong Bahru Road,Beverages,Eats
103.8269351,1.286463453,LiHo - Tiong Bahru Plaza 2 (L1),Tiong Bahru Plaza 2 (L1),302,Tiong Bahru Road,Beverages,Eats
103.8166928,1.283055888,LiHo - Bukit Merah Central,Bukit Merah Central,165,Bukit Merah Central,Beverages,Eats
103.8215893,1.263895802,LiHo - Vivo City,Vivo City,1,Harbourfront Walk,Beverages,Eats
103.8175345,1.251208568,LiHo - Sentosa Beach Station,Sentosa Beach Station,50,Beach View,Beverages,Eats
103.819459,1.256573486,LiHo - Resorts World Sentosa,Resorts World Sentosa,26,Sentosa Gateway,Beverages,Eats
103.801127,1.273676578,LiHo - Alexandra Retail Centre,Alexandra Retail Centre,460,Alexandra Road,Beverages,Eats
103.846556,1.288862917,LiHo - The Central,The Central,6,Eu Tong Sen Street,Beverages,Eats
103.8944805,1.314692127,LiHo - OneKM,OneKM,11,Tanjong Katong Road,Beverages,Eats
103.8576755,1.294879041,LiHo - Suntec City Mall,Suntec City Mall,3,Temasek Boulevard,Beverages,Eats
103.8433096,1.283653106,LiHo - Lucky Chinatown,Lucky Chinatown,211,New Bridge Road,Beverages,Eats
103.8850799,1.359496643,LiHo - Heartland Mall Kovan,Heartland Mall Kovan,205,Hougang Street 21,Beverages,Eats
103.8483992,1.369248913,LiHo - AMK Hub,AMK Hub,53,Ang Mo Kio Ave 3,Beverages,Eats
103.846556,1.288862917,LiHo - The Central,The Central,6,Eu Tong Seng Street,Beverages,Eats
103.844646,1.281587019,Eight Treasures - South Bridge Road,,282,South Bridge Road,Restaurants,Eats
103.7431704,1.33320021,Polar Puffs & Cakes - JEM,JEM,50,Jurong Gateway Road,Bakeries,Eats
103.8940672,1.318856103,Polar Puffs & Cakes - Singapore Post Centre (Operating in Q4 2017),Singapore Post Centre,10,Eunos Road 8,Bakeries,Eats
103.8444964,1.275169999,Nick Vina Artisan Bakery - Gopeng St,Gopeng St,12,Gopeng street,Bakeries,Eats
103.8238528,1.304843432,Nick Vina Artisan Bakery - Market Place at Tanglin Mall,Tanglin Mall,163,Tanglin Road,Bakeries,Eats
103.8450476,1.300747543,Nick Vina Artisan Bakery - Cold Storage @ Plaza Singapura,Plaza Singapura,68,Orchard Road,Bakeries,Eats
103.8419211,1.247758623,Nick Vina Artisan Bakery - Jason The Gourmet Grocer at Sentosa,Quayside Isle,31,Ocean Way,Bakeries,Eats
103.8552479,1.300917987,Qi Ji - Rochor Road,,160,Rochor Road,Restaurants,Eats
103.9530245,1.342706186,Qi Ji - East Point Mall,East Point Mall,3,Simei Street 6,Restaurants,Eats
103.8936616,1.372311856,Qi Ji - Hougang Mall,Hougang Mall,90,Hougang Avenue 10,Restaurants,Eats
103.8850799,1.359496643,Qi Ji - Heartland Mall,Heartland Mall Kovan,205,Hougang Street 21,Restaurants,Eats
103.8570073,1.291455259,Qi Ji - Marina Square,Marina Square Shopping Mall,6,Raffles Boulevard,Restaurants,Eats
103.8717045,1.350438172,Qi Ji - NEX,NEX Shopping Mall,23,Serangoon Central,Restaurants,Eats
103.7827095,1.293953054,Qi Ji - NUH,NUH Shopping Mall,5,Lower Kent Ridge Road,Restaurants,Eats
103.8944805,1.314692127,Qi Ji - One KM,One KM Shopping Mall,11,Tanjong Katong Road,Restaurants,Eats
103.9396836,1.353496155,Qi Ji - Our Tampines Hub,Our Tampines Hub Shopping Mall,1,Tampines Walk,Restaurants,Eats
103.8576755,1.294879041,Qi Ji - Suntec City,Suntec City Shopping Mall,3,Temasek Boulevard,Restaurants,Eats
103.7882145,1.306848818,Qi Ji - The Star Vista,The Star Vista Shopping Mall,1,Vista Exchange Green,Restaurants,Eats
103.9131957,1.402878453,Qi Ji - Oasis Terraces,Oasis Terraces,681,Punggol Drive,Restaurants,Eats
103.8194621,1.448226532,Qi Ji - Sun Plaza,Sun Plaza,30,Sembawang Drive,Restaurants,Eats
103.8483992,1.369248913,Qi Ji - AMK Hub,Ang Mo Kio Hub,53,Ang Mo Kio Avenue 3,Restaurants,Eats
103.7438655,1.335533819,Qi Ji - Ng Teng Fong Hospital,Ng Teng Fong Hospital,1,Jurong East Street 21,Restaurants,Eats
103.8498342,1.291146273,Qi Ji - Funan Mall,Funan Mall,107,North Bridge Road,Restaurants,Eats
103.8186256,1.262063364,Qi Ji - SCC@Harbpurfront,SCC @ Harbourfront,1,Maritime Square,Restaurants,Eats
103.8446971,1.284998828,Nine Fresh Desserts Taiwan ?? - Chinatown Point,Chinatown Point,133,New Bridge Road,Bakeries,Eats
103.7441391,1.385672711,Nine Fresh Desserts Taiwan ?? - Choa Chu Kang,Choa Chu Kang MRT,10,Choa Chu Kang Avenue 4,Bakeries,Eats
103.89498,1.39209415,Nine Fresh Desserts Taiwan ?? - Compass One,Compass One,1,Sengkang Square,Bakeries,Eats
103.8936616,1.372311856,Nine Fresh Desserts Taiwan ?? - Hougang Mall,Hougang Mall,90,Hougang Avenue 10,Bakeries,Eats
103.7064609,1.339830153,Nine Fresh Desserts Taiwan ?? - Jurong Point,Jurong Point,1,Jurong West Central 2,Bakeries,Eats
103.8357765,1.42969848,Nine Fresh Desserts Taiwan ?? - Northpoint City,Northpoint City,930,Yishun Avenue 2,Bakeries,Eats
103.8925506,1.31867575,Nine Fresh Desserts Taiwan ?? - Paya Lebar Square,Paya Lebar Square,60,Paya Lebar Road,Bakeries,Eats
103.9437277,1.352278032,Nine Fresh Desserts Taiwan ?? - Century Square,Century Square,2,Tampines Central 5,Bakeries,Eats
103.8760677,1.391393058,Nine Fresh Desserts Taiwan ?? - Seletar Mall,Seletar Mall,33,Sengkang West Avenue,Bakeries,Eats
103.8194621,1.448226532,Nine Fresh Desserts Taiwan ?? - Sun Plaza,Sun Plaza,30,Sembawang Drive,Bakeries,Eats
103.8269351,1.286463453,Nine Fresh Desserts Taiwan ?? - Tiong Bahru Plaza,Tiong Bahru Plaza,302,Tiong Bahru Road,Bakeries,Eats
103.9497157,1.372449816,Nine Fresh Desserts Taiwan ?? - White Sands,White Sands Shopping Centre,1,Pasir Ris Central Street 3,Bakeries,Eats
103.7860668,1.436819624,Nine Fresh Desserts Taiwan ?? - Woodlands MRT,Woodlands MRT,30,Woodlands Avenue 2,Bakeries,Eats
103.7465581,1.397301904,Nine Fresh Desserts Taiwan ?? - Yew Tee Point,Yew Tee Point,21,Choa Chu Kang North 6,Bakeries,Eats
103.8378537,1.423877598,Eatzi Gourmet Bistro - SAFRA Yishun,SAFRA Yishun,60,Yishun Avenue 4,Bakeries,Eats
103.8925506,1.31867575,Eatzi Gourmet Bistro - Paya Lebar Square,Paya Lebar Square,60,Paya Lebar Road,Bakeries,Eats
103.962987,1.335696839,Cali @ Changi,,2,Changi Business Park,Bakeries,Eats
103.8446689,1.291490197,LiHo - Liang Court,Liang Court,177,River Valley Road,Restaurants,Eats
103.6800338,1.347130438,LiHo - Nanyang Technological University,Nanyang Technological University,14,Nanyang Drive,Beverages,Eats
103.6977321,1.348743572,LiHo - Gek Poh Shopping Centre,Gek Poh Shopping Centre,762,Jurong West Street 75,Beverages,Eats
103.7600416,1.380605125,LiHo - Junction 10,Junction 10,1,Woodlands Road,Beverages,Eats
103.7639619,1.380517328,LiHo - Bukit Panjang Plaza,Bukit Panjang Plaza,1,Jelebu Road,Beverages,Eats
103.7856887,1.436007845,LiHo - Causeway Point,Causeway Point,1,Woodlands Square,Beverages,Eats
103.7517909,1.358611582,LiHo - Bukit Gombak MRT Station,Bukit Gombak MRT Station,802,Bukit Batok West Avenue 5,Beverages,Eats
103.7449504,1.385068357,LiHo - Lot One Shoppers' Mall,Lot One Shoppers' Mall,21,Choa Chu Kang Avenue 4,Beverages,Eats
103.7064609,1.339830153,LiHo - Jurong Point 1 @ NTUC,Jurong Point 1 @ NTUC,1,Jurong West Central 2,Beverages,Eats
103.7053082,1.339364021,LiHo - Jurong Point 2,Jurong Point 2,63,Jurong West Central 3,Beverages,Eats
103.7742773,1.30132731,LiHo - National University of Singapore,National University of Singapore,21,Lower Kent Ridge Road,Beverages,Eats
103.8450476,1.300747543,LiHo - Plaza Singapura,Plaza Singapura,68,Orchard Road,Beverages,Eats
103.9448383,1.353646577,LiHo - Tampines MRT,Tampines MRT,20,Tampines Central 1,Beverages,Eats
103.8477898,1.29918373,LiHo - The Cathay,The Cathay,2,Handy Road,Beverages,Eats
103.8014895,1.440415298,LiHo - Admiralty Place,Admiralty Place,678A,Woodlands Avenue 6,Beverages,Eats
103.8477757,1.371785516,LiHo - AMK Jubilee Square,AMK Jubilee Square,61,Ang Mo Kio Avenue 8,Beverages,Eats
103.7465581,1.397301904,LiHo - Yew Tee Point,Yew Tee Point,21,Choa Chu Kang North,Beverages,Eats
103.8925506,1.31867575,LiHo - Paya Lebar Square,Paya Lebar Square,60,Paya Lebar Road,Beverages,Eats
103.8244951,1.441767148,LiHo - Sembawang SC,Sembawang SC,604,Sembawang Road,Beverages,Eats
103.8525381,1.302229515,LiHo - Burlington Square,Burlington Square,175,Bencoolen Street,Beverages,Eats
103.8309198,1.354669019,LiHo - Thomson Plaza,Thomson Plaza,305,Upper Thomson Road,Beverages,Eats
103.8434632,1.31733463,LiHo - United Square,United Square,101,Thomson Road,Beverages,Eats
103.8317579,1.293802346,LiHo - Great World City,Great World City,1,Kim Seng Promenade,Beverages,Eats
103.80501,1.288614687,LiHo - Anchor Point,Anchor Point,370,Alexandra Road,Beverages,Eats
103.7744284,1.431511145,Each-a-Cup - Marsiling,,302,Woodlands Street 31,Beverages,Eats
103.9044716,1.392197776,Each-a-Cup - Rivervale Mall,Rivervale Mall,11,Rivervale Crescent,Beverages,Eats
103.749022,1.35018916,Each-a-Cup - West Mall,West Mall,1,Bukit Batok Central Link,Beverages,Eats
103.7786378,1.311405291,Each-a-Cup - Dover MRT Station,Dover MRT,200,Commonwealth Avenue West,Beverages,Eats
103.7181138,1.35043775,Each-a-Cup - Jurong West,,502,Jurong West Avenue 1,Beverages,Eats
103.6788181,1.346764651,Each-a-Cup - NTU Northspine Plaza,NTU Northspine Plaza,50,Nanyang Avenue,Beverages,Eats
103.7963991,1.312240293,Each-a-Cup - Holland Village MRT,Holland Village MRT,200,Holland Avenue,Beverages,Eats
103.7646596,1.38158679,Each-a-Cup - Senja - Cashew CC,Senja-Cashew CC,101,Bukit Panjang Road,Beverages,Eats
103.8336649,1.307246743,LiHo - Fareast Plaza,Far East Plaza,14,Scotts Road,Beverages,Eats
103.8713252,1.360155498,LiHo - My Village,my Village @ Serangoon Gardens,1,Maju Avenue,Beverages,Eats
103.8331896,1.303698902,LiHo - Wisma Atria,Wisma Atria,435,Orchard Road,Beverages,Eats
103.9530245,1.342706186,LiHo - Eastpoint Mall,Eastpoint Mall,3,Simei Street 6,Beverages,Eats
103.9031003,1.319727155,LiHo - Eunos MRT,Eunos MRT,30,Eunos Crescent,Beverages,Eats
103.9396836,1.353496155,LiHo - Tampines Hub,Tampines Hub,51,Tampines Avenue 4,Beverages,Eats
103.9050439,1.305223056,LiHo - 112 Katong,112 Katong,112,East Coast Road,Beverages,Eats
103.944388,1.352672316,LiHo - Tampines Mall,Tampines Mall,4,Tampines Central 5,Beverages,Eats
103.9292677,1.324772068,LiHo - Bedok Mall,Bedok Mall,311,New Upper Changi Road,Beverages,Eats
103.9497157,1.372449816,LiHo - White Sands,White Sands,1,Pasir Ris Central Street 3,Beverages,Eats
103.9623893,1.334325156,LiHo - Changi City Point,Changi City Point,5,Changi Business Park Central 1,Beverages,Eats
103.9851697,1.354370736,LiHo - T3 Airport,T3 Airport,65,"Airport Boulevard, Arrival hall",Beverages,Eats
103.9834828,1.338008134,LiHo - T4 Airport,T4 Airport,10,Airport Boulevard,Beverages,Eats
103.7642482,1.314853218,LiHo - Clementi Mall,Clementi Mall,3155,Commonwealth Avenue West,Beverages,Eats
103.7652845,1.303582681,LiHo - West Coast Plaza,West Coast Plaza,154,West Coast Road,Beverages,Eats
103.816741,1.289634531,LiHo - Red Hill MRT,Red Hill MRT,920,Tiong Bahru Road,Beverages,Eats
103.7467345,1.334898437,LiHo - IMM Building,IMM Building,2,Jurong East Street 21,Beverages,Eats
103.7401767,1.333268187,LiHo - Jcube,Jcube,2,Jurong East Central 1,Beverages,Eats
103.7431704,1.33320021,LiHo - JEM,JEM,50,Jurong Gateway Road,Beverages,Eats
103.8535181,1.299660159,LiHo - Bugis +,Bugis +,201,Victoria Street,Beverages,Eats
103.8548309,1.300533904,LiHo - Bugis Street,Bugis Street,3,New Bugis Street CYFL4,Beverages,Eats
103.857126,1.299313495,LiHo - Bugis DTL,Bugis DTL,191,Rochor Road,Beverages,Eats
103.8625256,1.307809275,LiHo - V Hotel Lavender,V Hotel Lavender,70,Jellicoe Road,Beverages,Eats
103.8829061,1.316432603,LiHo - Aljunied MRT,Aljunied MRT,81,Geylang Lorong 25,Beverages,Eats
103.8392241,1.300509542,LiHo - Orchard Gateway,Orchard Gateway,277,Orchard Road,Beverages,Eats
103.8397589,1.301978045,LiHo - The CentrePoint,The CentrePoint,176,Orchard Road,Beverages,Eats
103.8488508,1.297925239,LiHo - SMU,SMU,90,Stamford Road,Beverages,Eats
103.8491763,1.301070533,LiHo - Peace Centre,Peace Centre,1,Sophia Road,Beverages,Eats
103.8357008,1.300865434,LiHo - Scape,Scape,2,Orchard Link,Beverages,Eats
103.8364297,1.301521016,LiHo - Cathay Cineleisure,Cathay Cineleisure,8,Grange Road,Beverages,Eats
103.7882145,1.306848818,LiHo - Star Vista,Star Vista,1,Vista Exchange Green,Beverages,Eats
103.8464765,1.327084845,LiHo - Zhong Shan Mall,Zhong Shan Mall,20,Ah Hood Road,Beverages,Eats
103.8479654,1.332975621,LiHo - Toa Payoh Central,Toa Payoh Central,190,Lorong 6 Toa Payoh Central,Beverages,Eats
103.8432193,1.320571563,LiHo - Royal Square Novena,Royal Square Novena,103,Irrawady Road,Beverages,Eats
103.8484776,1.350239427,LiHo - Juction 8 SC,Juction 8 SC,9,Bishan Place,Beverages,Eats
103.8483992,1.369248913,LiHo - Ang Mo Kio HUB,Ang Mo Kio HUB,53,Ang Mo Kio Avenue 3,Beverages,Eats
103.8438921,1.320429661,LiHo - Square 2,Square 2,10,Sinaran Drive,Beverages,Eats
103.869136,1.38739538,LiHo - Greenwich,Greenwich,1,Seletar Road,Beverages,Eats
103.8760677,1.391393058,LiHo - Seletar Mall,Seletar Mall,33,Sengkang West Avenue,Beverages,Eats
103.8194621,1.448226532,LiHo - Sun Plaza,Sun Plaza,30,Sembawang Drive,Beverages,Eats
103.8357765,1.42969848,LiHo - Northpoint,Northpoint,930,Yishun Avenue 2,Beverages,Eats
103.7883474,1.305351204,Cali @ Rochester,,31,Rochester Drive,Restaurants,Eats
103.8540304,1.336910291,Soi 47 Thai Food - Toa Payoh Lor 6,,47,Toa Payoh Lor 6,Restaurants,Eats
103.8333561,1.35809519,Callery's - Sin Ming Lane,Midview City,20,Sin Ming Lane,Restaurants,Eats
103.9538583,1.352921614,Swee Heng - Tampines St 23,,201E,Tampines St 23,Bakeries,Eats
103.7707683,1.383580441,Swee Heng - Fajar Shopping Center,Fajar Shopping Center,445,Fajar Road,Bakeries,Eats
103.7381155,1.34302026,Swee Heng - Jurong East St  24,,252,Jurong East St 24,Bakeries,Eats
103.7639619,1.380517328,Swee Heng - Bukit Panjang Plaza,Bukit Panjang Plaza,,1 Jelebu Road,Bakeries,Eats
103.6977321,1.348743572,Swee Heng - Gek Poh Shopping Centre,Gek Poh Shopping Centre,762,Jurong West St 75,Bakeries,Eats
103.8979774,1.316725141,Swee Heng - Geylang Serai,,1,Geylang Serai,Bakeries,Eats
103.8195433,1.453845183,Swee Heng - Canberra Road,,511,Canberra Road,Bakeries,Eats
103.9019297,1.32987219,Swee Heng - Ubi Ave 1,,306,Ubi Ave 1,Bakeries,Eats
103.8628158,1.318838153,Swee Heng - Bendemeer Road,,27,Bendemeer Road,Bakeries,Eats
103.7124293,1.346348184,Swee Heng - Boon Lay Shopping Centre,Boon Lay Shopping Centre,221,Boon Lay Place,Bakeries,Eats
103.7426515,1.320520266,Swee Heng - Teban Garden Road,,37,Teban Garden Road,Bakeries,Eats
103.8014895,1.440415298,Swee Heng - Woodlands Ave 6,,678A,Woodlands Ave 6,Bakeries,Eats
103.7934163,1.430840066,Swee Heng - Vista Point,Vista Point,548,Woodlands Drive 44,Bakeries,Eats
103.901558,1.38493202,Swee Heng - Rivervale Plaza,Rivervale Plaza,,N0. 118 Rivervale Drive,Bakeries,Eats
103.7443832,1.377439626,Swee Heng - Choa Chu Kaang Ave 1,,253,Choa Chu Kang Ave 1,Bakeries,Eats
103.6914596,1.341385303,Swee Heng - Jurong West St 92,,960,Jurong West St 92,Bakeries,Eats
103.7512137,1.358669164,Swee Heng - Bukit Batok St 13,,372,Bukit Batok St 13,Bakeries,Eats
103.9037129,1.377430063,Swee Heng - Hougang Capeview,Hougang Capeview,476,Upper Serangoon View,Bakeries,Eats
103.7243624,1.349690731,Swee Heng - Jurong West St 41,,495,Jurong West St 41,Bakeries,Eats
103.7188438,1.349827597,Swee Heng - Jurong West St 51,,504,Jurong West St 51,Bakeries,Eats
103.8988787,1.407766772,Swee Heng - Waterway Terrace,Waterway Terrace,308C,Punggol Walk,Bakeries,Eats
103.7951367,1.437679197,Swee Heng - 888 Plaza,888 Plaza,888,Woodlands Drive 50,Bakeries,Eats
103.798141,1.445622899,Swee Heng - Woodland Mart,Woodland Mart,768,Woodlands Ave 6,Bakeries,Eats
103.8927872,1.389770261,Swee Heng - Compassvale Drive,,215C,Compassvale Drive,Bakeries,Eats
103.8398304,1.415176336,Swee Heng - Yishun Ave 4,,507A,Yishun Ave 4,Bakeries,Eats
103.7488268,1.378026161,Swee Heng - Choa Chu Kang Ave 1,,818,Choa Chu Kang Ave 1,Bakeries,Eats
103.9316206,1.326984988,Swee Heng - Heatbeat @ Bedok,Heatbeat @ Bedok,11,Bedok North St 1,Bakeries,Eats
103.9051136,1.301191307,The Coffee Bean & Tea Leaf - Parkway Parade,Parkway Parade,80,Marine Parade Road,Cafés,Eats
103.9450195,1.35431556,The Coffee Bean & Tea Leaf - Tampines 1,Tampines 1,10,Tampines Central 1,Cafés,Eats
103.8940672,1.318856103,The Coffee Bean & Tea Leaf - Singapore Post,Singapore Post,10,Eunos Road,Cafés,Eats
103.8535181,1.299660159,The Coffee Bean & Tea Leaf - Victoria Street,Victoria Street,201,Victoria Street,Cafés,Eats
103.8556658,1.289509553,The Coffee Bean & Tea Leaf - Esplanade Mall,Esplanade Mall,8,Raffles Avenue,Cafés,Eats
103.828509,1.306195795,The Coffee Bean & Tea Leaf - Orchard Road,Orchard Road,583,Orchard Road,Cafés,Eats
103.8313951,1.30403577,The Coffee Bean & Tea Leaf - ION Orchard,ION Orchard,2,Orchard Turn,Cafés,Eats
103.8570073,1.291455259,The Coffee Bean & Tea Leaf - Marina Square,Marina Square,6,Raffles Boulevard,Cafés,Eats
103.859344,1.29296504,The Coffee Bean & Tea Leaf - Millenia Walk,Millenia Walk,9,Raffles Boulevard,Cafés,Eats
103.8576755,1.294879041,The Coffee Bean & Tea Leaf - Suntec City Mall,Suntec City Mall,3,Temasek Boulevard,Cafés,Eats
103.8397589,1.301978045,The Coffee Bean & Tea Leaf - The Centrepoint,The Centrepoint,176,Orchard Road,Cafés,Eats
103.8269351,1.286463453,The Coffee Bean & Tea Leaf - Tiong Bahru Plaza,Tiong Bahru Plaza,302,Tiong Bahru Road,Cafés,Eats
103.8450476,1.300747543,The Coffee Bean & Tea Leaf - Plaza Singapura,Plaza Singapura,68,Orchard Road,Cafés,Eats
